Date,Hour,Temperature,Load
08-Jan-06,9,43.28,2053155.0771250846
08-Jan-06,10,51.04,1679010.1635637404
08-Jan-06,11,57.28,1410887.3515002849
08-Jan-06,12,60.64,1263607.8776983144
08-Jan-06,13,62.84,1155044.4357829215
08-Jan-06,14,64.08,1087790.7398269298
08-Jan-06,15,64.52,1063383.2963922145
08-Jan-06,16,64.48,1076796.3981738212
08-Jan-06,17,63.0,1140970.7291543605
08-Jan-06,18,58.76,1281366.7759730937
08-Jan-06,19,54.44,1438806.2600071551
08-Jan-06,20,52.12,1525406.4261832358
08-Jan-06,21,50.68,1549747.6806006553
08-Jan-06,22,49.08,1539508.3208224894
08-Jan-06,23,48.16,1452200.0701458575
08-Jan-06,24,47.6,1323249.2141802432
09-Jan-06,1,46.56,1316469.5993099483
09-Jan-06,2,45.8,1278303.5141173722
09-Jan-06,3,45.0,1261505.4208147945
09-Jan-06,4,44.96,1263898.5337556722
09-Jan-06,5,43.76,1423558.3671119036
09-Jan-06,6,43.16,1600983.9255451085
09-Jan-06,7,42.08,1842055.965472293
09-Jan-06,8,43.8,1882034.9647671701
09-Jan-06,9,51.56,1560149.0381177189
09-Jan-06,10,59.04,1309970.1903827311
09-Jan-06,11,64.04,1168790.28352834
09-Jan-06,12,67.04,1086830.9110784652
09-Jan-06,13,69.08,1035489.0800907733
09-Jan-06,14,69.88,1013625.7960417392
09-Jan-06,15,70.36,1019815.9114767434
09-Jan-06,16,70.44,1056218.9320840957
09-Jan-06,17,68.96,1103403.238744271
09-Jan-06,18,63.2,1191684.9394292952
09-Jan-06,19,58.44,1326480.2234320762
09-Jan-06,20,56.56,1387013.168256295
09-Jan-06,21,54.84,1403416.1520083072
09-Jan-06,22,53.44,1358832.2344503524
09-Jan-06,23,52.6,1244435.0139317634
09-Jan-06,24,52.24,1087844.7146268012
10-Jan-06,1,50.8,1102703.871063617
10-Jan-06,2,50.08,1044557.173873526
10-Jan-06,3,49.8,983466.2245353879
10-Jan-06,4,49.96,971399.3384706201
10-Jan-06,5,50.08,1039858.2596697928
10-Jan-06,6,49.76,1190395.5919045927
10-Jan-06,7,50.2,1332510.8899095776
10-Jan-06,8,51.68,1420688.7784118177
10-Jan-06,9,57.4,1300213.8105162503
10-Jan-06,10,63.36,1174588.0689326646
10-Jan-06,11,68.72,1092504.2492915513
10-Jan-06,12,71.32,1069549.2474237802
10-Jan-06,13,72.8,1061957.183208597
10-Jan-06,14,73.72,1072221.015963805
10-Jan-06,15,73.36,1076971.0876140716
10-Jan-06,16,72.92,1110004.1873099925
10-Jan-06,17,71.48,1144339.2267637374
10-Jan-06,18,68.56,1179532.66035105
10-Jan-06,19,65.2,1239186.325274718
10-Jan-06,20,63.88,1284357.0330274226
10-Jan-06,21,63.12,1278202.5231781127
10-Jan-06,22,62.52,1203705.164777291
10-Jan-06,23,61.96,1060846.3695428493
10-Jan-06,24,60.68,887876.1699373843
11-Jan-06,1,60.4,783393.6442900272
11-Jan-06,2,60.0,732688.0734974267
11-Jan-06,3,59.52,682435.9298165562
11-Jan-06,4,58.4,696318.6648924472
11-Jan-06,5,57.32,783322.5325436713
11-Jan-06,6,57.36,902394.5160926105
11-Jan-06,7,56.44,1074609.4200182678
11-Jan-06,8,56.64,1212150.5034073116
11-Jan-06,9,61.16,1178092.3102486255
11-Jan-06,10,66.16,1119282.3840770843
11-Jan-06,11,71.04,1092654.7105232598
11-Jan-06,12,73.48,1100968.5882860543
11-Jan-06,13,74.76,1112461.0636580111
11-Jan-06,14,75.16,1120853.9149805428
11-Jan-06,15,75.32,1149144.3913726928
11-Jan-06,16,74.36,1161158.3625177266
11-Jan-06,17,73.04,1190527.2729907157
11-Jan-06,18,69.2,1187476.7077844264
11-Jan-06,19,65.8,1239201.8049228312
11-Jan-06,20,63.52,1285489.83633734
11-Jan-06,21,61.48,1286389.576135886
11-Jan-06,22,60.72,1213560.611738217
11-Jan-06,23,60.12,1073466.6279702308
11-Jan-06,24,59.12,905449.0614214065
12-Jan-06,1,57.8,835701.9603700312
12-Jan-06,2,57.76,768077.0772324027
12-Jan-06,3,57.08,721088.2921281578
12-Jan-06,4,56.56,731621.7128237607
12-Jan-06,5,56.28,807834.4054544689
12-Jan-06,6,55.76,946272.7579684975
12-Jan-06,7,55.56,1103689.0560232522
12-Jan-06,8,55.84,1241279.0803628685
12-Jan-06,9,60.36,1200755.2381845834
12-Jan-06,10,65.04,1137930.0503680827
12-Jan-06,11,69.8,1089097.6532054069
12-Jan-06,12,72.4,1081622.6556133153
12-Jan-06,13,74.12,1093037.4987285258
12-Jan-06,14,75.08,1117752.8712107064
12-Jan-06,15,75.32,1149144.3913726928
12-Jan-06,16,74.96,1186962.3267610194
12-Jan-06,17,73.6,1211233.1880788924
12-Jan-06,18,69.24,1188050.2795107486
12-Jan-06,19,65.52,1239005.0174710872
12-Jan-06,20,63.56,1285340.9915974261
12-Jan-06,21,62.36,1280892.1328163268
12-Jan-06,22,60.8,1212899.0363628985
12-Jan-06,23,60.24,1072296.2336170794
12-Jan-06,24,59.48,900629.8245329978
13-Jan-06,1,58.36,821856.2549898895
13-Jan-06,2,57.64,770613.9824871542
13-Jan-06,3,57.72,708406.0265728952
13-Jan-06,4,57.44,712967.7635180475
13-Jan-06,5,57.2,785935.9840660216
13-Jan-06,6,57.12,908398.0702276947
13-Jan-06,7,57.0,1057376.3479836704
13-Jan-06,8,57.96,1168025.3061687471
13-Jan-06,9,61.72,1163371.3466011407
13-Jan-06,10,65.64,1127336.8969512107
13-Jan-06,11,69.92,1089086.4271155717
13-Jan-06,12,72.72,1086585.0162569406
13-Jan-06,13,73.56,1078388.0421391847
13-Jan-06,14,74.12,1084211.088185084
13-Jan-06,15,73.92,1094690.0282280566
13-Jan-06,16,72.88,1108797.6509235026
13-Jan-06,17,71.76,1151407.0662934901
13-Jan-06,18,70.52,1211387.0436256053
13-Jan-06,19,68.76,1263634.7484607818
13-Jan-06,20,68.08,1309953.7139473082
13-Jan-06,21,67.0,1298217.0839214446
13-Jan-06,22,66.0,1217480.2794332625
13-Jan-06,23,64.6,1063947.0985930087
13-Jan-06,24,62.64,878403.5933835628
14-Jan-06,1,59.52,797609.6065819087
14-Jan-06,2,57.32,777688.4785884144
14-Jan-06,3,55.04,773238.5578088583
14-Jan-06,4,52.76,848619.6878629448
14-Jan-06,5,51.56,971283.5156173231
14-Jan-06,6,50.4,1158431.7958817603
14-Jan-06,7,49.36,1376311.4846200468
14-Jan-06,8,49.32,1542698.939367068
14-Jan-06,9,50.44,1618818.438715172
14-Jan-06,10,51.72,1642697.9489804627
14-Jan-06,11,54.08,1562395.2819497706
14-Jan-06,12,55.6,1484313.317179692
14-Jan-06,13,57.28,1374161.3591201426
14-Jan-06,14,58.52,1280988.724231732
14-Jan-06,15,59.12,1228197.3199577453
14-Jan-06,16,59.04,1223207.0094788196
14-Jan-06,17,57.84,1277164.0410170676
14-Jan-06,18,55.56,1378048.0722441794
14-Jan-06,19,52.76,1498890.4385991218
14-Jan-06,20,51.64,1544202.1768660666
14-Jan-06,21,50.72,1548023.2127556922
14-Jan-06,22,49.84,1501966.81920625
14-Jan-06,23,48.56,1429638.4155595424
14-Jan-06,24,47.56,1325722.973400128
15-Jan-06,1,45.28,1383777.5407575788
15-Jan-06,2,43.64,1411827.3732068362
15-Jan-06,3,42.2,1457454.562239808
15-Jan-06,4,40.56,1595564.2569000842
15-Jan-06,5,39.56,1756516.954894227
15-Jan-06,6,38.32,1986948.734309149
15-Jan-06,7,37.48,2198169.8808190646
15-Jan-06,8,37.6,2324195.378327471
15-Jan-06,9,41.12,2198842.135585678
15-Jan-06,10,45.0,2035575.7522115828
15-Jan-06,11,49.84,1790254.8150556209
15-Jan-06,12,54.08,1560355.7381594302
15-Jan-06,13,57.48,1365051.2587558152
15-Jan-06,14,59.68,1233815.951107514
15-Jan-06,15,60.96,1162389.9551596763
15-Jan-06,16,61.24,1153320.841382754
15-Jan-06,17,59.92,1213638.2839381816
15-Jan-06,18,56.04,1361984.6747186305
15-Jan-06,19,51.92,1532042.1068112971
15-Jan-06,20,50.44,1594824.5779566886
15-Jan-06,21,49.68,1595039.9973480823
15-Jan-06,22,48.84,1551925.5206387164
15-Jan-06,23,48.08,1456806.519071591
15-Jan-06,24,47.52,1328204.303846133
16-Jan-06,1,46.68,1310192.1129191043
16-Jan-06,2,46.2,1254626.6533986153
16-Jan-06,3,46.08,1192404.228771192
16-Jan-06,4,46.04,1192967.8736393573
16-Jan-06,5,46.28,1253094.8125890912
16-Jan-06,6,45.96,1409005.6005913736
16-Jan-06,7,45.48,1605988.7999693276
16-Jan-06,8,45.0,1802281.8393425466
16-Jan-06,9,51.0,1589143.1592452647
16-Jan-06,10,56.8,1399628.679301274
16-Jan-06,11,62.12,1224380.9763139607
16-Jan-06,12,64.56,1137518.1482633473
16-Jan-06,13,66.88,1057429.8974442603
16-Jan-06,14,68.28,1016856.8130037906
16-Jan-06,15,68.92,1013377.4766893508
16-Jan-06,16,68.52,1041970.3493914725
16-Jan-06,17,66.88,1097545.932423127
16-Jan-06,18,62.68,1199086.8397338511
16-Jan-06,19,58.48,1325567.5040876986
16-Jan-06,20,55.72,1408614.185091746
16-Jan-06,21,54.24,1420670.9516208293
16-Jan-06,22,52.88,1377561.809605849
16-Jan-06,23,52.04,1265675.608427775
16-Jan-06,24,50.84,1148272.86130811
17-Jan-06,1,51.48,1070830.5801180424
17-Jan-06,2,51.08,996944.5072485628
17-Jan-06,3,51.0,926204.9601179482
17-Jan-06,4,51.4,904476.4177906932
17-Jan-06,5,51.48,974780.9641193869
17-Jan-06,6,51.76,1095185.6363198878
17-Jan-06,7,52.56,1220913.9252558472
17-Jan-06,8,54.8,1281779.6367921354
17-Jan-06,9,59.44,1229106.3632404925
17-Jan-06,10,63.84,1163101.553334725
17-Jan-06,11,68.72,1092504.2492915513
17-Jan-06,12,71.48,1070889.7337697865
17-Jan-06,13,73.2,1070113.7818576219
17-Jan-06,14,74.04,1081720.2242713096
17-Jan-06,15,74.16,1102989.9215984466
17-Jan-06,16,74.48,1166106.450150025
17-Jan-06,17,73.32,1200603.5023508193
17-Jan-06,18,71.12,1225770.8758952739
17-Jan-06,19,69.16,1270363.7458262565
17-Jan-06,20,67.44,1300952.8984506251
17-Jan-06,21,66.48,1291923.074573529
17-Jan-06,22,66.16,1219279.8376138331
17-Jan-06,23,64.4,1062767.5744216563
17-Jan-06,24,62.4,878775.1048195483
18-Jan-06,1,60.28,785113.5076504769
18-Jan-06,2,58.76,749439.3607824864
18-Jan-06,3,57.16,719405.4326654794
18-Jan-06,4,56.52,732546.2356543662
18-Jan-06,5,54.44,861448.0265329005
18-Jan-06,6,52.96,1044677.5829535248
18-Jan-06,7,51.08,1288917.3571354272
18-Jan-06,8,49.84,1514581.238331032
18-Jan-06,9,50.8,1599663.6179986717
18-Jan-06,10,52.4,1607238.0526208999
18-Jan-06,11,53.88,1572484.1955655934
18-Jan-06,12,55.56,1486264.9835041882
18-Jan-06,13,56.8,1396332.1779409768
18-Jan-06,14,57.6,1320449.5818531634
18-Jan-06,15,58.32,1259312.995927346
18-Jan-06,16,58.36,1247209.6983649852
18-Jan-06,17,57.04,1304283.355148566
18-Jan-06,18,53.08,1469938.6200635554
18-Jan-06,19,47.96,1718908.6020691516
18-Jan-06,20,46.08,1825284.6853869082
18-Jan-06,21,43.84,1945124.7179688336
18-Jan-06,22,43.2,1919044.5783357741
18-Jan-06,23,42.16,1875544.7097224118
18-Jan-06,24,41.76,1750691.780278218
19-Jan-06,1,38.12,1756566.3987973304
19-Jan-06,2,38.52,1762846.0470622452
19-Jan-06,3,38.04,1791767.9469479742
19-Jan-06,4,37.68,1847849.4220322194
19-Jan-06,5,38.2,1876065.1659740927
19-Jan-06,6,38.08,2007467.979007584
19-Jan-06,7,38.2,2141039.8805944445
19-Jan-06,8,39.4,2194058.662535143
19-Jan-06,9,46.92,1820432.7321385266
19-Jan-06,10,53.8,1536984.7744252803
19-Jan-06,11,58.96,1339622.5762535455
19-Jan-06,12,62.48,1198334.6901942613
19-Jan-06,13,64.4,1109695.3962625386
19-Jan-06,14,65.8,1048991.7454025866
19-Jan-06,15,66.44,1029959.2760889651
19-Jan-06,16,66.56,1049003.5641372325
19-Jan-06,17,65.28,1107787.292219651
19-Jan-06,18,62.24,1206055.7526574256
19-Jan-06,19,58.24,1331106.575184119
19-Jan-06,20,55.72,1408614.185091746
19-Jan-06,21,54.24,1420670.9516208293
19-Jan-06,22,53.92,1343736.6946108462
19-Jan-06,23,53.12,1225897.4634053828
19-Jan-06,24,51.32,1126559.9333360316
20-Jan-06,1,51.12,1087591.5411960753
20-Jan-06,2,51.08,996944.5072485628
20-Jan-06,3,50.8,935388.873375875
20-Jan-06,4,50.72,935091.1620498123
20-Jan-06,5,50.76,1007335.7100882055
20-Jan-06,6,51.04,1127875.7308675768
20-Jan-06,7,51.12,1286991.7084826352
20-Jan-06,8,52.64,1375203.35420872
20-Jan-06,9,57.92,1281047.7544556977
20-Jan-06,10,62.88,1186847.557614577
20-Jan-06,11,68.12,1096889.1262658956
20-Jan-06,12,71.56,1071617.788085592
20-Jan-06,13,72.84,1062724.074017656
20-Jan-06,14,73.48,1065581.6956540467
20-Jan-06,15,73.68,1086814.7618661048
20-Jan-06,16,73.24,1120069.999129665
20-Jan-06,17,71.92,1155682.7330315234
20-Jan-06,18,70.08,1202256.7068622233
20-Jan-06,19,68.2,1255661.4560301425
20-Jan-06,20,67.04,1296331.5292449119
20-Jan-06,21,66.52,1292364.2688737037
20-Jan-06,22,65.72,1214595.7144155623
20-Jan-06,23,64.88,1065874.6436264636
20-Jan-06,24,63.8,879886.2289984347
21-Jan-06,1,64.12,766087.7986261519
21-Jan-06,2,63.96,728260.5428981902
21-Jan-06,3,64.08,681999.0896468284
21-Jan-06,4,63.84,675603.7868411364
21-Jan-06,5,64.24,728176.4037803533
21-Jan-06,6,63.8,818903.9362546923
21-Jan-06,7,63.08,936314.3328268053
21-Jan-06,8,62.76,1051551.315802765
21-Jan-06,9,66.12,1083751.891151202
21-Jan-06,10,69.32,1094685.165105951
21-Jan-06,11,72.72,1110938.9740628721
21-Jan-06,12,74.56,1127814.0864743115
21-Jan-06,13,76.16,1165041.605962527
21-Jan-06,14,77.08,1209460.5069993855
21-Jan-06,15,77.36,1254679.2172364118
21-Jan-06,16,76.92,1289755.2477440955
21-Jan-06,17,75.96,1323025.0349366786
21-Jan-06,18,72.4,1264167.1509301784
21-Jan-06,19,69.12,1269651.3308849456
21-Jan-06,20,67.84,1306342.4542896869
21-Jan-06,21,66.6,1293267.94034673
21-Jan-06,22,65.88,1216203.0483827712
21-Jan-06,23,65.4,1070327.9569213511
21-Jan-06,24,64.8,885741.53835274
22-Jan-06,1,63.92,765196.1864511641
22-Jan-06,2,63.96,728260.5428981902
22-Jan-06,3,63.6,677640.0568260076
22-Jan-06,4,64.0,676871.7944958331
22-Jan-06,5,64.24,728176.4037803533
22-Jan-06,6,64.28,818729.9406243684
22-Jan-06,7,64.44,926474.4224650385
22-Jan-06,8,64.6,1026722.9208791973
22-Jan-06,9,66.6,1079279.8937897803
22-Jan-06,10,70.04,1095364.1081525208
22-Jan-06,11,73.0,1115547.5043704035
22-Jan-06,12,75.24,1148634.9307236196
22-Jan-06,13,76.6,1184439.4286638023
22-Jan-06,14,77.44,1229089.1480454924
22-Jan-06,15,77.72,1276485.957043779
22-Jan-06,16,77.48,1324248.513489497
22-Jan-06,17,76.16,1334317.9454562785
22-Jan-06,18,73.72,1315142.4302671077
22-Jan-06,19,71.0,1313031.8233223082
22-Jan-06,20,69.32,1333306.3890116336
22-Jan-06,21,68.68,1327226.2385602118
22-Jan-06,22,68.2,1252397.6089954497
22-Jan-06,23,67.76,1105810.8955524089
22-Jan-06,24,67.28,920437.8637554767
23-Jan-06,1,67.16,805427.7786422865
23-Jan-06,2,66.84,772163.4248841675
23-Jan-06,3,66.56,720388.1934054913
23-Jan-06,4,66.4,708175.1544033112
23-Jan-06,5,66.2,746197.8637649538
23-Jan-06,6,66.16,826073.6005700352
23-Jan-06,7,65.88,923189.6314866068
23-Jan-06,8,66.56,1013423.0981446626
23-Jan-06,9,68.76,1070463.4485325338
23-Jan-06,10,71.2,1101707.843326223
23-Jan-06,11,73.8,1131230.6411060812
23-Jan-06,12,75.72,1165169.6136447908
23-Jan-06,13,77.24,1215097.0162374498
23-Jan-06,14,77.72,1245004.6054551722
23-Jan-06,15,77.72,1276485.957043779
23-Jan-06,16,77.44,1321711.0125244977
23-Jan-06,17,76.24,1338913.5625676038
23-Jan-06,18,73.68,1313424.8730368735
23-Jan-06,19,71.44,1326214.3874526145
23-Jan-06,20,70.16,1353797.9272318007
23-Jan-06,21,69.68,1351198.3605721118
23-Jan-06,22,69.2,1275972.3636853816
23-Jan-06,23,68.56,1123950.0983541133
23-Jan-06,24,68.4,946446.1454761149
24-Jan-06,1,67.56,814152.3417537333
24-Jan-06,2,66.76,770427.2524249377
24-Jan-06,3,66.32,715544.2113464894
24-Jan-06,4,66.4,708175.1544033112
24-Jan-06,5,65.92,742753.1222280385
24-Jan-06,6,65.6,822557.6788212778
24-Jan-06,7,65.4,923464.2990786554
24-Jan-06,8,66.08,1015389.6443265798
24-Jan-06,9,67.52,1073224.0271746637
24-Jan-06,10,69.76,1094808.4837477328
24-Jan-06,11,72.28,1104608.8713783743
24-Jan-06,12,73.96,1111963.241450441
24-Jan-06,13,74.2,1095308.390945566
24-Jan-06,14,75.08,1117752.8712107064
24-Jan-06,15,75.48,1156299.9240831258
24-Jan-06,16,74.72,1176321.5129686715
24-Jan-06,17,73.08,1191932.9683208587
24-Jan-06,18,70.76,1216869.951446307
24-Jan-06,19,67.2,1245444.6398596885
24-Jan-06,20,65.48,1285245.5261807563
24-Jan-06,21,64.0,1277602.263625634
24-Jan-06,22,63.04,1202887.6571018817
24-Jan-06,23,62.2,1060060.2439546706
24-Jan-06,24,61.16,884225.7399308803
25-Jan-06,1,59.08,806085.4318357529
25-Jan-06,2,57.6,771473.7305003824
25-Jan-06,3,56.16,742423.2857395532
25-Jan-06,4,54.64,783430.4231671514
25-Jan-06,5,53.2,904889.5420246841
25-Jan-06,6,51.48,1107686.189787996
25-Jan-06,7,50.04,1340689.292051089
25-Jan-06,8,49.72,1521008.4363908293
25-Jan-06,9,54.2,1432835.2980669858
25-Jan-06,10,58.56,1328174.9374171617
25-Jan-06,11,62.56,1210580.6844602944
25-Jan-06,12,65.36,1118357.8193830373
25-Jan-06,13,66.8,1058688.387402785
25-Jan-06,14,68.4,1016107.1803135993
25-Jan-06,15,68.8,1013404.0709464671
25-Jan-06,16,68.64,1042217.0797450664
25-Jan-06,17,66.88,1097545.932423127
25-Jan-06,18,62.92,1195555.9904503943
25-Jan-06,19,57.4,1351672.6031565787
25-Jan-06,20,55.32,1419615.644778979
25-Jan-06,21,54.12,1424267.4692471148
25-Jan-06,22,52.88,1377561.809605849
25-Jan-06,23,51.44,1289948.2224326255
25-Jan-06,24,50.64,1157632.6771264197
26-Jan-06,1,49.12,1184875.704567683
26-Jan-06,2,47.32,1190212.3421301069
26-Jan-06,3,45.92,1202408.8792590322
26-Jan-06,4,44.88,1269319.7212464036
26-Jan-06,5,43.28,1458596.6320103826
26-Jan-06,6,42.12,1678604.5554864826
26-Jan-06,7,40.64,1950284.2499480369
26-Jan-06,8,41.0,2078134.5641821148
26-Jan-06,9,46.36,1854787.4549149396
26-Jan-06,10,52.16,1619655.006981385
26-Jan-06,11,57.24,1412658.4743793132
26-Jan-06,12,60.24,1279038.5299388291
26-Jan-06,13,62.32,1172006.0613464238
26-Jan-06,14,63.8,1095218.5932448031
26-Jan-06,15,64.44,1065115.6525523784
26-Jan-06,16,64.36,1078961.7513656737
26-Jan-06,17,63.16,1138009.7927997233
