Date,Hour,Temperature,Load
11-Jan-06,7,56.44,1053945.7585561622
11-Jan-06,8,56.64,1079880.9893425726
11-Jan-06,9,61.16,1157006.7233465682
11-Jan-06,10,66.16,1239820.291041406
11-Jan-06,11,71.04,1321211.9003135336
11-Jan-06,12,73.48,1373690.3549905438
11-Jan-06,13,74.76,1412423.2115813505
11-Jan-06,14,75.16,1440728.3730722787
11-Jan-06,15,75.32,1466189.6177177858
11-Jan-06,16,74.36,1478379.250417993
11-Jan-06,17,73.04,1486303.0078500682
11-Jan-06,18,69.2,1464365.6384052187
11-Jan-06,19,65.8,1447642.1165103086
11-Jan-06,20,63.52,1444190.2065606983
11-Jan-06,21,61.48,1443582.2134565092
11-Jan-06,22,60.72,1458141.7768612343
11-Jan-06,23,60.12,1474597.2848295737
11-Jan-06,24,59.12,1486312.9313888773
12-Jan-06,1,57.8,928669.486855527
12-Jan-06,2,57.76,951760.8007965162
12-Jan-06,3,57.08,967268.3364830483
12-Jan-06,4,56.56,984671.8167331947
12-Jan-06,5,56.28,1004919.2138287626
12-Jan-06,6,55.76,1022322.694078909
12-Jan-06,7,55.56,1043518.0634562839
12-Jan-06,8,55.84,1070401.2665245016
12-Jan-06,9,60.36,1147527.000528497
12-Jan-06,10,65.04,1226548.6790961064
12-Jan-06,11,69.8,1306518.329945523
12-Jan-06,12,72.4,1360892.7291861475
12-Jan-06,13,74.12,1404839.4333268935
12-Jan-06,14,75.08,1439780.4007904716
12-Jan-06,15,75.32,1466189.6177177858
12-Jan-06,16,74.96,1485489.0425315462
12-Jan-06,17,73.6,1492938.8138227179
12-Jan-06,18,69.24,1464839.6245461223
12-Jan-06,19,65.52,1444324.2135239835
12-Jan-06,20,63.56,1444664.192701602
12-Jan-06,21,62.36,1454009.9085563878
12-Jan-06,22,60.8,1459089.7491430414
12-Jan-06,23,60.24,1476019.2432522844
12-Jan-06,24,59.48,1490578.8066570093
13-Jan-06,1,58.36,935305.292828177
13-Jan-06,2,57.64,950338.8423738056
13-Jan-06,3,57.72,974852.1147375053
13-Jan-06,4,57.44,995099.5118330731
13-Jan-06,5,57.2,1015820.8950695446
13-Jan-06,6,57.12,1038438.22286963
13-Jan-06,7,57.0,1060581.5645288122
13-Jan-06,8,57.96,1095522.5319923903
13-Jan-06,9,61.72,1163642.529319218
13-Jan-06,10,65.64,1233658.47120966
13-Jan-06,11,69.92,1307940.288368234
13-Jan-06,12,72.72,1364684.6183133759
13-Jan-06,13,73.56,1398203.6273542435
13-Jan-06,14,74.12,1428404.7334087861
13-Jan-06,15,73.92,1449600.102786161
13-Jan-06,16,72.88,1460841.763204561
13-Jan-06,17,71.76,1471135.451341154
13-Jan-06,18,70.52,1480007.1810550364
13-Jan-06,19,68.76,1482717.0909371725
13-Jan-06,20,68.08,1498224.6266237046
13-Jan-06,21,67.0,1508992.300901201
13-Jan-06,22,66.0,1520707.9474605047
13-Jan-06,23,64.6,1527683.7326107726
13-Jan-06,24,62.64,1528023.7117883908
14-Jan-06,1,59.52,949050.8909143803
14-Jan-06,2,57.32,946546.953246577
14-Jan-06,3,55.04,943095.0432969666
14-Jan-06,4,52.76,939643.1333473562
14-Jan-06,5,51.56,948988.8492021422
14-Jan-06,6,50.4,958808.5511978315
14-Jan-06,7,49.36,970050.2116162316
14-Jan-06,8,49.32,993141.5255572208
14-Jan-06,9,50.44,1029978.4375844132
14-Jan-06,10,51.72,1068711.29417522
14-Jan-06,11,54.08,1120241.776570423
14-Jan-06,12,55.6,1161818.550006651
14-Jan-06,13,57.28,1205291.2680064933
14-Jan-06,14,58.52,1243550.1384563965
14-Jan-06,15,59.12,1274225.2306518427
14-Jan-06,16,59.04,1296842.5584519282
14-Jan-06,17,57.84,1306188.2743067143
14-Jan-06,18,55.56,1302736.3643571038
14-Jan-06,19,52.76,1293122.634575747
14-Jan-06,20,51.64,1303416.3227123402
14-Jan-06,21,50.72,1316079.941553451
14-Jan-06,22,49.84,1329217.5465354654
14-Jan-06,23,48.56,1337615.290108444
14-Jan-06,24,47.56,1349330.9366677478
15-Jan-06,1,45.28,780311.8247527119
15-Jan-06,2,43.64,784443.6930575585
15-Jan-06,3,42.2,790945.492066923
15-Jan-06,4,40.56,795077.3603717696
15-Jan-06,5,39.56,806793.0069310733
15-Jan-06,6,38.32,815664.7366449556
15-Jan-06,7,37.48,829276.3277678734
15-Jan-06,8,37.6,854263.5862724769
15-Jan-06,9,41.12,919539.6667538831
15-Jan-06,10,45.0,989081.6225034215
15-Jan-06,11,49.84,1069999.2456346452
15-Jan-06,12,54.08,1143807.0766523157
15-Jan-06,13,57.48,1207661.198711011
15-Jan-06,14,59.68,1257295.7365426
15-Jan-06,15,60.96,1296028.5931334067
15-Jan-06,16,61.24,1322911.7962016244
15-Jan-06,17,59.92,1330835.5536336997
15-Jan-06,18,56.04,1308424.1980479467
15-Jan-06,19,51.92,1283168.9256167724
15-Jan-06,20,50.44,1289196.7384852332
15-Jan-06,21,49.68,1303756.3018899583
15-Jan-06,22,48.84,1317367.8930128762
15-Jan-06,23,48.08,1331927.456417601
15-Jan-06,24,47.52,1348856.9505268442
16-Jan-06,1,46.68,796901.3396843366
16-Jan-06,2,46.2,814778.8060753865
16-Jan-06,3,46.08,836922.1477345685
16-Jan-06,4,46.04,860013.4616755577
16-Jan-06,5,46.28,886422.6786028718
16-Jan-06,6,45.96,906196.089557536
16-Jan-06,7,45.48,924073.555948586
16-Jan-06,8,45.0,941951.022339636
16-Jan-06,9,51.0,1036614.2435570632
16-Jan-06,10,56.8,1128907.5340699723
16-Jan-06,11,62.12,1215512.9908920391
16-Jan-06,12,64.56,1267991.445569049
16-Jan-06,13,66.88,1319047.9418233484
16-Jan-06,14,68.28,1359202.756836866
16-Jan-06,15,68.92,1390351.8351732157
16-Jan-06,16,68.52,1409177.2738460726
16-Jan-06,17,66.88,1413309.1421509194
16-Jan-06,18,62.68,1387105.897437938
16-Jan-06,19,58.48,1360902.6527249566
16-Jan-06,20,55.72,1351762.9090845035
16-Jan-06,21,54.24,1357790.7219529646
16-Jan-06,22,52.88,1365240.493244136
16-Jan-06,23,52.04,1378852.084367054
16-Jan-06,24,50.84,1388197.80022184
17-Jan-06,1,51.48,853779.6765927641
17-Jan-06,2,51.08,872605.1152656211
17-Jan-06,3,51.0,895222.4430657068
17-Jan-06,4,51.4,923527.6045566351
17-Jan-06,5,51.48,948040.876920335
17-Jan-06,6,51.76,974924.0799885527
17-Jan-06,7,52.56,1007969.1028885166
17-Jan-06,8,54.8,1058077.6268610088
17-Jan-06,9,59.44,1136625.319287715
17-Jan-06,10,63.84,1212329.0948689997
17-Jan-06,11,68.72,1293720.704141127
17-Jan-06,12,71.48,1349991.0479453655
17-Jan-06,13,73.2,1393937.7520861116
17-Jan-06,14,74.04,1427456.761126979
17-Jan-06,15,74.16,1452444.0196315823
17-Jan-06,16,74.48,1479801.2088407036
17-Jan-06,17,73.32,1489620.910836393
17-Jan-06,18,71.12,1487116.9731685899
17-Jan-06,19,69.16,1487456.952346208
17-Jan-06,20,67.44,1490640.8483692473
17-Jan-06,21,66.48,1502830.481069455
17-Jan-06,22,66.16,1522603.892024119
17-Jan-06,23,64.4,1525313.801906255
17-Jan-06,24,62.4,1525179.7949429695
18-Jan-06,1,60.28,958056.627591548
18-Jan-06,2,58.76,963610.4543191053
18-Jan-06,3,57.16,968216.3087648554
18-Jan-06,4,56.52,984197.8305922912
18-Jan-06,5,54.44,983115.8513471987
18-Jan-06,6,52.96,989143.6642156595
18-Jan-06,7,51.08,990431.6156750848
18-Jan-06,8,49.84,999303.3453889672
18-Jan-06,9,50.8,1034244.3128525453
18-Jan-06,10,52.4,1076769.0585705806
18-Jan-06,11,53.88,1117871.8458659053
18-Jan-06,12,55.56,1161344.5638657475
18-Jan-06,13,56.8,1199603.4343156507
18-Jan-06,14,57.6,1232648.4572156146
18-Jan-06,15,58.32,1264745.5078337714
18-Jan-06,16,58.36,1288784.7940565678
18-Jan-06,17,57.04,1296708.551488643
18-Jan-06,18,53.08,1273349.223621083
18-Jan-06,19,47.96,1236244.2976673194
18-Jan-06,20,46.08,1237532.249126745
18-Jan-06,21,43.84,1234554.3253180382
18-Jan-06,22,43.2,1250535.8471454738
18-Jan-06,23,42.16,1261777.507563874
18-Jan-06,24,41.76,1280602.946236731
19-Jan-06,1,38.12,695468.3055309741
19-Jan-06,2,38.52,723773.4670219026
19-Jan-06,3,38.04,741650.9334129523
19-Jan-06,4,37.68,760950.358226713
19-Jan-06,5,38.2,790677.4781403522
19-Jan-06,6,38.08,812820.819799534
19-Jan-06,7,38.2,837808.0783041376
19-Jan-06,8,39.4,875592.9626131372
19-Jan-06,9,46.92,988267.6571848998
19-Jan-06,10,53.8,1093358.5735022053
19-Jan-06,11,58.96,1178068.0857606577
19-Jan-06,12,62.48,1243344.166242064
19-Jan-06,13,64.4,1289660.8010873278
19-Jan-06,14,65.8,1329815.616100845
19-Jan-06,15,66.44,1360964.6944371946
19-Jan-06,16,66.56,1385951.9529417981
19-Jan-06,17,65.28,1394349.696514777
19-Jan-06,18,62.24,1381892.049887999
19-Jan-06,19,58.24,1358058.7358795353
19-Jan-06,20,55.72,1351762.9090845035
19-Jan-06,21,54.24,1357790.7219529646
19-Jan-06,22,53.92,1377564.1329076288
19-Jan-06,23,53.12,1391649.71017145
19-Jan-06,24,51.32,1393885.6339126825
20-Jan-06,1,51.12,849513.801324632
20-Jan-06,2,51.08,872605.1152656211
20-Jan-06,3,50.8,892852.5123611889
20-Jan-06,4,50.72,915469.8401612745
20-Jan-06,5,50.76,939509.1263840708
20-Jan-06,6,51.04,966392.3294522886
20-Jan-06,7,51.12,990905.6018159883
20-Jan-06,8,52.64,1032482.3752522165
20-Jan-06,9,57.92,1118613.8459333796
20-Jan-06,10,62.88,1200953.427487314
20-Jan-06,11,68.12,1286610.9120275737
20-Jan-06,12,71.56,1350939.0202271726
20-Jan-06,13,72.84,1389671.8768179794
20-Jan-06,14,73.48,1420820.955154329
20-Jan-06,15,73.68,1446756.1859407397
20-Jan-06,16,73.24,1465107.638472693
20-Jan-06,17,71.92,1473031.3959047683
20-Jan-06,18,70.08,1474793.333505097
20-Jan-06,19,68.2,1476081.2849645223
20-Jan-06,20,67.04,1485900.9869602118
20-Jan-06,21,66.52,1503304.4672103582
20-Jan-06,22,65.72,1517390.0444741796
20-Jan-06,23,64.88,1531001.6355970977
20-Jan-06,24,63.8,1541769.3098745942
21-Jan-06,1,64.12,1003559.2971182901
21-Jan-06,2,63.96,1025228.6526365685
21-Jan-06,3,64.08,1050215.9111411718
21-Jan-06,4,63.84,1070937.2943776431
21-Jan-06,5,64.24,1099242.4558685715
21-Jan-06,6,63.8,1117593.908400525
21-Jan-06,7,63.08,1132627.4579461536
21-Jan-06,8,62.76,1152400.8689008178
21-Jan-06,9,66.12,1215781.00481861
21-Jan-06,10,69.32,1277265.1961727876
21-Jan-06,11,72.72,1341119.3182314832
21-Jan-06,12,74.56,1386487.98079494
21-Jan-06,13,76.16,1429012.726512975
21-Jan-06,14,77.08,1463479.7078356498
21-Jan-06,15,77.36,1490362.9109038673
21-Jan-06,16,76.92,1508714.3634358211
21-Jan-06,17,75.96,1520903.9961360283
21-Jan-06,18,72.4,1502284.529677504
21-Jan-06,19,69.12,1486982.9662053045
21-Jan-06,20,67.84,1495380.7097782833
21-Jan-06,21,66.6,1504252.4394921653
21-Jan-06,22,65.88,1519285.9890377938
21-Jan-06,23,65.4,1537163.4554288439
21-Jan-06,24,64.8,1553618.9633971832
22-Jan-06,1,63.92,1001189.3664137722
22-Jan-06,2,63.96,1025228.6526365685
22-Jan-06,3,63.6,1044528.0774503291
22-Jan-06,4,64.0,1072833.2389412574
22-Jan-06,5,64.24,1099242.4558685715
22-Jan-06,6,64.28,1123281.742091368
22-Jan-06,7,64.44,1148742.9867368748
22-Jan-06,8,64.6,1174204.2313823816
22-Jan-06,9,66.6,1221468.8385094525
22-Jan-06,10,70.04,1285796.946709052
22-Jan-06,11,73.0,1344437.2212178083
22-Jan-06,12,75.24,1394545.7451903005
22-Jan-06,13,76.6,1434226.5740629141
22-Jan-06,14,77.44,1467745.5831037818
22-Jan-06,15,77.72,1494628.7861719995
22-Jan-06,16,77.48,1515350.1694084709
22-Jan-06,17,76.16,1523273.926840546
22-Jan-06,18,73.72,1517926.0723273214
22-Jan-06,19,71.0,1509260.3148277719
22-Jan-06,20,69.32,1512918.1969917149
22-Jan-06,21,68.68,1528899.7188191507
22-Jan-06,22,68.2,1546777.1852102007
22-Jan-06,23,67.76,1565128.6377421543
22-Jan-06,24,67.28,1583006.104133204
23-Jan-06,1,67.16,1039582.2438269608
23-Jan-06,2,66.84,1059355.6547816251
23-Jan-06,3,66.56,1079603.0518771927
23-Jan-06,4,66.4,1101272.4073954714
23-Jan-06,5,66.2,1122467.7767728462
23-Jan-06,6,66.16,1145559.0907138353
23-Jan-06,7,65.88,1165806.4878094029
23-Jan-06,8,66.56,1197429.5522866566
23-Jan-06,9,68.76,1247064.0901182452
23-Jan-06,10,71.2,1299542.5447952552
23-Jan-06,11,73.8,1353916.9440358796
23-Jan-06,12,75.72,1400233.5788811431
23-Jan-06,13,77.24,1441810.3523173714
23-Jan-06,14,77.72,1471063.486090107
23-Jan-06,15,77.72,1494628.7861719995
23-Jan-06,16,77.44,1514876.1832675673
23-Jan-06,17,76.24,1524221.8991223532
23-Jan-06,18,73.68,1517452.0861864178
23-Jan-06,19,71.44,1514474.162377711
23-Jan-06,20,70.16,1522871.9059506897
23-Jan-06,21,69.68,1540749.37234174
23-Jan-06,22,69.2,1558626.8387327897
23-Jan-06,23,68.56,1574608.3605602253
23-Jan-06,24,68.4,1596277.716078504
24-Jan-06,1,67.56,1044322.1052359964
24-Jan-06,2,66.76,1058407.682499818
24-Jan-06,3,66.32,1076759.1350317714
24-Jan-06,4,66.4,1101272.4073954714
24-Jan-06,5,65.92,1119149.8737865211
24-Jan-06,6,65.6,1138923.2847411854
24-Jan-06,7,65.4,1160118.6541185603
24-Jan-06,8,66.08,1191741.7185958135
24-Jan-06,9,67.52,1232370.5197502347
24-Jan-06,10,69.76,1282479.0437227269
24-Jan-06,11,72.28,1335905.4706815442
24-Jan-06,12,73.96,1379378.1886813864
24-Jan-06,13,74.2,1405787.4056087006
24-Jan-06,14,75.08,1439780.4007904716
24-Jan-06,15,75.48,1468085.5622814
24-Jan-06,16,74.72,1482645.125686125
24-Jan-06,17,73.08,1486776.9939909717
24-Jan-06,18,70.76,1482851.097900458
24-Jan-06,19,67.2,1464231.6314419333
24-Jan-06,20,65.48,1467415.5274649728
24-Jan-06,21,64.0,1473443.3403334338
24-Jan-06,22,63.04,1485632.973033641
24-Jan-06,23,62.2,1499244.5641565588
24-Jan-06,24,61.16,1510486.224574959
25-Jan-06,1,59.08,943837.043364441
25-Jan-06,2,57.6,949864.856232902
25-Jan-06,3,56.16,956366.6552422664
25-Jan-06,4,54.64,961920.4819698237
25-Jan-06,5,53.2,968422.2809791883
25-Jan-06,6,51.48,971606.1770022276
25-Jan-06,7,50.04,978107.9760115922
25-Jan-06,8,49.72,997881.3869662564
25-Jan-06,9,54.2,1074533.1348293482
25-Jan-06,10,58.56,1149762.9242697293
25-Jan-06,11,62.56,1220726.8384419782
25-Jan-06,12,65.36,1277471.1683871204
25-Jan-06,13,66.8,1318099.9695415413
25-Jan-06,14,68.4,1360624.7152595767
25-Jan-06,15,68.8,1388929.876750505
25-Jan-06,16,68.64,1410599.2322687835
25-Jan-06,17,66.88,1413309.1421509194
25-Jan-06,18,62.92,1389949.8142833593
25-Jan-06,19,57.4,1348105.0269205603
25-Jan-06,20,55.32,1347023.047675468
25-Jan-06,21,54.12,1356368.763530254
25-Jan-06,22,52.88,1365240.493244136
25-Jan-06,23,51.44,1371742.2922535003
25-Jan-06,24,50.64,1385827.869517322
26-Jan-06,1,49.12,825814.4942794539
26-Jan-06,2,47.32,828050.4180206864
26-Jan-06,3,45.92,835026.2031709542
26-Jan-06,4,44.88,846267.8635893544
26-Jan-06,5,43.28,850873.7180351046
26-Jan-06,6,42.12,860693.420030794
26-Jan-06,7,40.64,866721.2328992549
26-Jan-06,8,41.0,894552.4082492797
26-Jan-06,9,46.36,981631.8512122498
26-Jan-06,10,52.16,1073925.1417251593
26-Jan-06,11,57.24,1157686.6817018045
26-Jan-06,12,60.24,1216800.9423514644
26-Jan-06,13,62.32,1265013.5217603424
26-Jan-06,14,63.8,1306116.309055667
26-Jan-06,15,64.44,1337265.3873920166
26-Jan-06,16,64.36,1359882.7151921024
26-Jan-06,17,63.16,1369228.4310468882
26-Jan-06,18,59.64,1351082.9507292672
26-Jan-06,19,55.12,1321087.8168890574
